Bar name,Category,Item name,Description,Price
Cuba Campus Hub,Vida Snacks,Vegetarian Wrap,"Zucchini, peppers, rucola, feta, hummus, wholemeal wrap",9.5
Cuba Campus Hub,Vida Snacks,Vegan BLT,"Toasted whole wheat, smoky radish ‘bacon’, tomatoes, lettuce, vegan mayo",7.45
Cuba Campus Hub,Vida Snacks,Chicken Fajita Wrap,"Grilled chicken, mixed peppers, onions, mushrooms, refried beans, sweet corn",9.95
Cuba Campus Hub,Vida Salads,Vegan Protein Bowl,"Kidney beans, chickpeas, mushrooms, garden peas, cucumber, peanut butter soy dressing",11.95
Cuba Campus Hub,Vida Salads,Salmon Salad,"Salmon, zesty couscous, green apple, pomegranate slaw, spiced cashews",14.95
Cuba Campus Hub,Vida Salads,Beef & Kale Salad,"Grilled beef, cherry tomatoes, radish, quinoa, kale, salsa verde",15.5
Cuba Campus Hub,Vida Salads,Havana Beef Salad,"Crispy fried beef, kale, peppers, cherry tomatoes, spicy cashew nuts, honey, sesame, black bean dressing",14.5
Cuba Campus Hub,Vida Salads,Chicken Salad,"Grilled chicken breast, curried brown rice, leeks, zucchini, black beans, peppers, orange segments, red onions, coriander",13.5
Cuba Campus Hub,Vida Salads,Asian Chicken Salad,"Grilled chicken, cabbage, kale, peppers, bean sprouts, sweet corn, crispy onions, peanuts, sweet chili dressing",13.95
Cuba Campus Hub,Vida Salads,Lentil Salad,"Lentils, red peppers, cucumber, feta, pomegranate, radishes, edamame beans, parsley, spring onions, mint, vinaigrette",11.95
Cuba Campus Hub,Vida Mains,Achiote Spice Grilled Chicken,"Spicy marinated grilled chicken breast, peppers, onions, salsa verde, three chili sauce, sour cream, Cuban rice",21
Cuba Campus Hub,To Share,Cuban Bun,"Pork belly, ham, melted cheese, pico de gallo, mayo, mustard",10.5
Cuba Campus Hub,To Share,Nachos Mejicano,"Tortilla chips, Mexican cheese melt, refried beans, jalapenos, pico de gallo, sour cream",14.85
Cuba Campus Hub,To Share,Taco De Pollo,"Chicken tacos, pineapple salsa, guacamole",10.5
Cuba Campus Hub,To Share,Flauta De Carne,"Deep fried corn tacos, pulled beef, adobo sauce, salsa verde, sweet chili sauce, pickled onion, sour cream, coriander",10.5
Cuba Campus Hub,To Share,Pita De Pollo,"Marinated chicken, peppers, onions, melted cheddar, chipotle mayo, sour cream",8.85
Cuba Campus Hub,Pasta,Rigatoni Pesto,"Basil pesto, crispy bacon, grana cheese",15.2
Cuba Campus Hub,Pasta,Ravioli Porcini,"Ravioli, porcini mushrooms, sage, butter sauce",15.95
Cuba Campus Hub,Pasta,Rigatoni Beef Ragu,"Slow cooked pulled beef, tomato ragu, habanero cream cheese, parsley",16.5
Cuba Campus Hub,Pasta,Spaghetti Calamari,"Calamari, olives, capers, tomato sauce, herbs",16.2
Cuba Campus Hub,Pasta,Risotto Nduja,"Spicy nduja sausage, pumpkin seeds, mozzarella di bufala",16.5
Cuba Campus Hub,Burritos,Chicken Burrito,"Grilled chicken, Mexican cheese, kidney beans, mango salsa, served with fries",18.5
Cuba Campus Hub,Burritos,Pork Burrito,"Crispy pork belly, guacamole, feta, Cuban rice, salsa, served with fries",18.5
Cuba Campus Hub,Burritos,Beef Burrito,"Pulled beef, onions, red peppers, refried beans, Mexican cheese, Cajun spice, Cuban rice, salsa",18.5
Cuba Campus Hub,House Burgers,El Primero Burger,"Beef patty, American cheese, burger sauce, pickled cucumber, fries",11.3
Cuba Campus Hub,House Burgers,Barbacao Burger,"Pulled pork, hash browns, pickled slaw, onions, BBQ sauce, fries",11.3
Cuba Campus Hub,House Burgers,La Berenjena Burger,"Breaded aubergine, Korean chili glaze, sesame slaw, cucumber, brioche bun, fries",11.3
Cuba Campus Hub,Premium House Burgers,Cuba Burger + Fries,"200g beef patty, special burger sauce, onions, tomato, pickles, iceberg lettuce, brioche bun",17.5
Cuba Campus Hub,Premium House Burgers,El Pollo Supremo Burger + Fries,"Fried chicken thighs, smoky sweet chili sauce, pickled red onion, cabbage slaw, brioche bun",17.5
Cuba Campus Hub,Premium House Burgers,Havana Burger + Fries,"200g beef patty, crispy bacon, tomato, onions, pickles, melted cheese, burger sauce, fried onion rings",18.5
Cuba Campus Hub,Premium House Burgers,Trinidad Burger + Fries,"200g beef patty, guacamole, burger sauce, bacon, fried egg, onions, tomato, pickles, iceberg lettuce",18.5
Cuba Campus Hub,Premium House Burgers,El Toro Burger + Fries,"200g beef patty, onion jam, melted cheese, gherkins, lettuce, tomato, mustard mayo",17.5
Cuba Campus Hub,Grills & Mains,Pollo A La Plancha,"Flame grilled chicken, achiote marinade, pineapple salsa, smoky sweet chili sauce",21.8
Cuba Campus Hub,Grills & Mains,Ropa Vieja,"Slow cooked Cuban pulled beef stew with bell peppers, olives, onions, celery, served with Cuban rice",21.8
Cuba Campus Hub,Kids Menu,Pasta alla Napoletana,,6.75
Cuba Campus Hub,Kids Menu,Pasta con Prosciutto e Crema,,6.75
Cuba Campus Hub,Kids Menu,Chicken Strips & Fries,,9.85
Cuba Campus Hub,Kids Menu,El Nino Burger,,9.85
Cuba Campus Hub,Pizza,La Pescatrice Pizza,"Tomato sauce, mozzarella, tuna, fresh mint, garlic, olives, capers",14.95
Cuba Campus Hub,Pizza,Mortadella e Pistacchio Pizza,"Mortadella al pistachio, mozzarella di bufala, whole roasted pistachios",15.95
Cuba Campus Hub,Pizza,San Daniele,"Taleggio cheese, truffle paste, prosciutto crudo, mozzarella fior di latte",15.75
Cuba Campus Hub,Pizza,La Rustica Pizza,"Maltese sausage, baked potatoes, red onions, rosemary, mozzarella fior di latte",14.85
Cuba Campus Hub,Pizza,Annati Pizza,"Chicken strips, BBQ sauce, bell peppers, sweetcorn, onions, smoked ham",15.5
Cuba Campus Hub,Pizza,Pizza Bianca Ai Funghi,"Mozzarella fior di latte, cream, garlic sautéed mushrooms, oyster mushrooms, pecorino, porcini salt",14.95
Cuba Campus Hub,Pizza,Calzone Classico,"Closed pizza with tomato sauce, mozzarella, salame Napoli, ricotta, basil",14.95
Cuba Campus Hub,Pizza,La Nduja Pizza,"Cherry tomatoes, spicy nduja sausage, mozzarella, grilled peppers",14.95
Cuba Campus Hub,Pizza,Pizza Speck E Patata,"Mozzarella, cured ham, potato cream, rucola",13.95
Cuba Campus Hub,Sides,Sweet Potato Fries,,5.95
Cuba Campus Hub,Sides,Cuban Rice,,3.85
Cuba Campus Hub,Sides,Mixed Salad,,3.85
Cuba Campus Hub,Salsas de Cuba,Pico De Gallo,,2.5
Cuba Campus Hub,Salsas de Cuba,Chipotle Mayo,,2.5
Cuba Campus Hub,Salsas de Cuba,Guacamole,,3.8
Cuba Campus Hub,Salsas de Cuba,Latino Mushroom Sauce,,3.2
Cuba Campus Hub,Salsas de Cuba,Latino Pepper Sauce,,3.2
Cuba Campus Hub,Juices,Orange Juice,250ml,2.95
Cuba Campus Hub,Juices,Peach Juice,250ml,2.95
Cuba Campus Hub,Juices,Pineapple Juice,250ml,2.95
Cuba Campus Hub,Juices,Red Apple Juice,250ml,2.95
Cuba Campus Hub,Soft Drinks,Coca Cola,500ml,2.95
Cuba Campus Hub,Soft Drinks,Coca Cola Zero,500ml,2.95
Cuba Campus Hub,Soft Drinks,Sprite,500ml,2.95
Cuba Campus Hub,Soft Drinks,Sprite Zero,500ml,2.95
Cuba Campus Hub,Soft Drinks,Fanta,500ml,2.95
Cuba Campus Hub,Soft Drinks,Kinnie,500ml,2.95
Cuba Campus Hub,Soft Drinks,Diet Kinnie,500ml,2.95
Cuba Campus Hub,Energy Drinks,Go n Fun,250ml,3.6
Cuba Campus Hub,Beers,Cisk 0,330ml,3.5
Cuba Campus Hub,Beers,Hopleaf,330ml,3.05
Cuba Campus Hub,Beers,Shandy,330ml,3.05
Cuba Campus Hub,Beers,Cisk Chill Lemon,330ml,3.3
Cuba Campus Hub,Ciders,Strongbow Dark Fruits,330ml,5.6
Cuba Campus Hub,Ciders,Strongbow Classic Dry,330ml,5.6
Tex Mex American Bar Grill Paceville,Breakfast,Creamy Scrambled Eggs On A Bun,Bun with tomato and cheese,4.5
Tex Mex American Bar Grill Paceville,Breakfast,Buttered Brioche Bun With Poached Egg,"Guacamole, cheese, tomato, and scallions",5.95
Tex Mex American Bar Grill Paceville,Breakfast,Breakfast Brioche Buttered Bun,"Fried egg, pork sausage patty, and bacon",5.95
Tex Mex American Bar Grill Paceville,Breakfast,Breakfast Burrito,"Scrambled eggs, bacon, skillet potatoes, chopped pork sausage, tomato, and cheese",6.95
Tex Mex American Bar Grill Paceville,Breakfast,English Breakfast,"2 fried eggs, 3 rashers bacon, 2 thick pork sausages, tomato, Heinz baked beans, mushroom, toasted ciabatta",7.95
Tex Mex American Bar Grill Paceville,Breakfast,All In Breakfast,"2 fried eggs, 4 rashers bacon, 2 thick pork sausages, mushroom, tomato, tater tots, Heinz baked beans, toasted ciabatta, fresh orange juice, and hot beverage",11.95
Tex Mex American Bar Grill Paceville,Waffles,Sugar Coated Waffle with Nuts & Syrup,4.95,4.95
Tex Mex American Bar Grill Paceville,Waffles,Caramelized Banana Waffle,"Fresh cream, caramel syrup, nuts, sugar coated",0
Tex Mex American Bar Grill Paceville,Nibbles,Chicken Gyoza (5 pcs),Served with soya sauce,7.95
Tex Mex American Bar Grill Paceville,Nibbles,Chicken Samosa (5 pcs),Served with curry mayo,7.95
Tex Mex American Bar Grill Paceville,Nibbles,Vegetable Samosa (5 pcs),Served with sweet chili sauce,7.95
Tex Mex American Bar Grill Paceville,Nibbles,Duck Spring Rolls (5 pcs),Served with hoisin sauce,9.95
Tex Mex American Bar Grill Paceville,Nibbles,Chicken Satay (2 pcs), ,7.95
Tex Mex American Bar Grill Paceville,Nibbles,Beef Yakitori (2 pcs), ,9.95
Tex Mex American Bar Grill Paceville,Starters,Corn Dogs (2 pcs),Cheesy sausages in crunchy nacho batter,7.5
Tex Mex American Bar Grill Paceville,Starters,Pulled Pork Totchos,"Tater tots, cheese sauce, spring onions, cilantro, pico de gallo, sour cream",7.95
Tex Mex American Bar Grill Paceville,Starters,Guacamole & Tortilla Chips,Tortilla chips with pico de gallo and spring onions,8.95
Tex Mex American Bar Grill Paceville,Starters,Flaming Wings (12 pcs),Choose your sauce,13.5
Tex Mex American Bar Grill Paceville,Nachos,Nacho Bowl,"Loaded with cheese, ranchero sauces, refried beans, guacamole, sliced jalapeños, pico de gallo, sour cream, and cheddar cheese",15.95
Tex Mex American Bar Grill Paceville,Nachos,Tex Mex® Nachos Supreme,"A mound of tortilla chips, melted cheese, cheese sauce, refried beans, guacamole, jalapeños, pico de gallo, sour cream, chive dressing, spring onions",18.95
Tex Mex American Bar Grill Paceville,Platters,Asian Platter,"6 chicken wings, 4 duck spring rolls, 4 vegetable spring rolls, 4 chicken samosas, 4 vegetable samosas, 4 chicken gyoza, 2 chicken satay, 2 beef yakitori",0
Tex Mex American Bar Grill Paceville,Platters,Tex Mex® Supreme Combo Platter,"Chili con carne, cheese pulled pork, potato shells, cheesy garlic bread, roasted bone marrow, 2 corn dogs, tater tots, 6 Kentucky wings, 4 barbecue ribs, 4 wedges chipotle Yucatan pork quesadilla, mini nachos, cheese sauce, garlic bread",0
Tex Mex American Bar Grill Paceville,Salads,House Salad,"Beans, tomato, sweetcorn, onions, guacamole, dressing",9.9
Tex Mex American Bar Grill Paceville,Salads,Chicken Caesar Salad,"Grilled chicken, cherry tomatoes, black olives, bacon bits, onion, Caesar dressing, grana cheese",13.5
Tex Mex American Bar Grill Paceville,Vegan,Tater Tots,"Melted cheese, spring onions, pico de gallo",0
Tex Mex American Bar Grill Paceville,Vegan,Loaded Potato Shells,,12.5
Tex Mex American Bar Grill Paceville,Vegan,Jumbo Burrito,"12” tortilla, mixed vegetable chili, vegan cheese, Mexican rice",0
Tex Mex American Bar Grill Paceville,Vegan,Enchilada Rolls,"Soft tortillas, sweet potato, vegetables, salsa verde, refried beans, savory rice",0
Tex Mex American Bar Grill Paceville,Chicken,Citrus Achiote Char Grilled Chicken,"Marinated chicken, orange & lemon juice, chili d'arbol, cumin",17.95
Tex Mex American Bar Grill Paceville,Tex Mex Favourites,Enchilada Rolls,"3 soft corn tortillas, Mexican sauce, creamy salsa verde, cheddar cheese, refried beans, savory rice, sour cream",21
Tex Mex American Bar Grill Paceville,Tex Mex Favourites,Chili Con Carne 🌶️🌶️,"Ground Black Angus steak, tomato salsa, chipotle, bell peppers, cilantro, beans, celery, spices, tortilla chips, Mexican rice, sour cream, cheddar cheese",24.5
Tex Mex American Bar Grill Paceville,Tex Mex Favourites,Jumbo Burrito,"12” tortilla, onions, peppers, chilies, Mexican rice, refried beans, sour cream",19.95
Tex Mex American Bar Grill Paceville,House Cuts,Angus Rump Steak (360g),,26.9
Tex Mex American Bar Grill Paceville,House Cuts,Angus Rib Eye Steak (330g),,29.5
Tex Mex American Bar Grill Paceville,House Cuts,Angus Fillet Steak (280g),,30
Tex Mex American Bar Grill Paceville,House Cuts,Angus Sirloin Steak (350g),,32
Tex Mex American Bar Grill Paceville,House Cuts,Pulled Pork Plate 🌶️🌶️,Yukatan style served with mashed potatoes and house biscuits,0
Tex Mex American Bar Grill Paceville,House Cuts,Brisket Plate,"Slow cooked Angus beef brisket on mashed potatoes, beef barbecue jus, house biscuits",0
Tex Mex American Bar Grill Paceville,House Cuts,Tagliata Robata Grilled (350g),"Marinated flap steak, chimichurri salsa, rocket, grana shavings, fries",0
Tex Mex American Bar Grill Paceville,Ribs,BBQ Ribs Original Recipe (1kg),"Meaty pork loin ribs, Tex Mex® barbecue sauce",27
Tex Mex American Bar Grill Paceville,Ribs,Kentucky Whiskey Glazed Ribs (1kg),"Pork loin ribs, Kentucky whiskey glaze, crispy onions",27
Tex Mex American Bar Grill Paceville,Ribs,Chipotle Sriracha Ribs (1kg) 🌶️🌶️,"Ribs with sriracha, honey, chipotle barbecue sauce",27
Tex Mex American Bar Grill Paceville,Sauces,BBQ Sauce,,1.5
Tex Mex American Bar Grill Paceville,Sauces,Chipotle Mayo,,1.5
Tex Mex American Bar Grill Paceville,Sauces,Ranch Sauce,,1.5
Tex Mex American Bar Grill Paceville,Sauces,Cheese Sauce,,1.5
Tex Mex American Bar Grill Paceville,Sauces,Ketchup,,1.5
Tex Mex American Bar Grill Paceville,Sauces,Mayo,,1.5
Tex Mex American Bar Grill Paceville,Sauces,Mustard,,1.5
Tex Mex American Bar Grill Paceville,Sauces,Honey Mustard,,1.5
Tex Mex American Bar Grill Paceville,Sauces,Garlic,,1.5
Tex Mex American Bar Grill Paceville,Kids Menu,Macaroni With Tomato Sauce,,7.95
Tex Mex American Bar Grill Paceville,Kids Menu,Chicken Nuggets & Fries,,7.95
Tex Mex American Bar Grill Paceville,Kids Menu,Mac & Cheese Sauce Pasta,,8.95
Tex Mex American Bar Grill Paceville,Kids Menu,Kids Burger & Fries,,9.95
Tex Mex American Bar Grill Paceville,Sides,House Side Salad,,3.5
Tex Mex American Bar Grill Paceville,Sides,Crunchy Fries,,3.5
Tex Mex American Bar Grill Paceville,Sides,Skillet Potatoes,,3.5
Tex Mex American Bar Grill Paceville,Sides,Mixed Vegetables,,3.5
Tex Mex American Bar Grill Paceville,Sides,New York Coleslaw,,3.5
Tex Mex American Bar Grill Paceville,Desserts,Chocolate Brownie,,6
Tex Mex American Bar Grill Paceville,Desserts,Cherry Cheesecake,,6
Tex Mex American Bar Grill Paceville,Soft Drinks,Coca Cola,330ml,3
Tex Mex American Bar Grill Paceville,Soft Drinks,Coca Cola Zero,330ml,3
Tex Mex American Bar Grill Paceville,Soft Drinks,Sprite,330ml,3
Tex Mex American Bar Grill Paceville,Soft Drinks,Fanta,330ml,3
Tex Mex American Bar Grill Paceville,Soft Drinks,Kinnie,330ml,3
Tex Mex American Bar Grill Paceville,Soft Drinks,Diet Kinnie,330ml,3
Tex Mex American Bar Grill Paceville,Soft Drinks,Fuze Tea Peach,500ml,3
Tex Mex American Bar Grill Paceville,Soft Drinks,Fuze Tea Lemon,500ml,3
Tex Mex American Bar Grill Paceville,Energy Drinks,Red Bull,250ml,3
Tex Mex American Bar Grill Paceville,Water,Kristal Still Water,1L,4
Tex Mex American Bar Grill Paceville,Water,Kristal Sparkling Water,1L,4
Tex Mex American Bar Grill Paceville,Beers,Sol Mexican Beer,330ml,3
Tex Mex American Bar Grill Paceville,Beers,Erdinger Premium Unfiltered Beer,500ml,6
Tex Mex American Bar Grill Paceville,Beers,Erdinger Kristall,500ml,6
Tex Mex American Bar Grill Paceville,Beers,Erdinger Dark Beer,500ml,6
Tex Mex American Bar Grill Paceville,Wines,"Moscato D’Asti (White, Sweet)", ,22
Tex Mex American Bar Grill Paceville,Wines,"Gavi Di Gavi Dogg (White, Dry)", ,26
Tex Mex American Bar Grill Paceville,Wines,Rosé D’Anjou, ,20
Tex Mex American Bar Grill Paceville,Wines,Primitivo (Red), ,25
Tex Mex American Bar Grill Paceville,Spirits,Russia’s Premium Vodka (0.7L),Incl. mixers,50
Tex Mex American Bar Grill Paceville,Spirits,Bacardi (0.7L),Incl. mixers,55
Tex Mex American Bar Grill Paceville,Spirits,Bombay Sapphire (0.7L),Incl. mixers,65
Tex Mex American Bar Grill Paceville,Spirits,J&B Whisky (0.7L),Incl. mixers,55
Tex Mex American Bar Grill Paceville,Special Offers,Triple Burger Feast – 3 Burgers & 3 FREE Drinks!,Any 3 burgers + 3 free drinks,35.85
Tex Mex American Bar Grill Paceville,Special Offers,Tex Mex Ultimate Snack Menu for 4,"Asian platter, sticky ribs, Tex Mex® Nachos Supreme, 4 free drinks",70.9
Tex Mex American Bar Grill Paceville,Special Offers,Meat Fest for 4   Feast Like a King & Drink on Us!,"2 slabs of ribs, 24 wings, nachos, 2 portions of fries, 2 portions of coleslaw, 4 free drinks",99.95
Tex Mex American Bar Grill Paceville,Tex Mex Favourites,Huevos Rancheros,"Fried corn tortillas, 2 fried eggs, refried beans, chorizo, bell pepper, ranchero & Mexican sauce, cheese, warm flour tortilla",11.95
Tex Mex American Bar Grill Paceville,Tex Mex Favourites,Our Ultimate Breakfast Hangover Cure,"Burger patty, tater tots, chili con carne, 2 fried eggs, cheese, onions, toasted ciabatta",12.95
Tex Mex American Bar Grill Paceville,House Cuts,Angus Rump Steak (360g), ,26.9
Tex Mex American Bar Grill Paceville,House Cuts,Tagliata Robata Grilled (350g),"Medium flap steak, chimichurri salsa, rocket, grana shavings, fries",24.95
Tex Mex American Bar Grill Paceville,Starters,Pork Chicharrones 🌶️🌶️,Spicy pork cracklings in honey sriracha glaze,7.95
Tex Mex American Bar Grill Paceville,Starters,Kapsalon Dutch Loaded Fries,"Fries, cheese, lettuce, garlic mayo, pulled pork",9.95
Zion Reggae Bar,Apéritifs,Bajtra Spritz,"Prosecco, Bajtra liqueur & club soda. Refreshing/Sweet)",8
Zion Reggae Bar,Apéritifs,Cynar Spritz,"Prosecco, Cynar & club soda. Bitter/Sweet)",8
Zion Reggae Bar,Apéritifs,Aperol Spritz,"Prosecco, Aperol & club soda. Bitter/Refreshing)",8
Zion Reggae Bar,Apéritifs,Limoncello Spritz,"Prosecco, Limoncello & club soda. Citrusy/Refreshing)",8
Zion Reggae Bar,Starters to Share Crudités & Carpaccio,Beetroot Carpaccio,"Beetroot carpaccio with pistachio cheese pralines, roasted almond, honey & fried kale.",8.5
Zion Reggae Bar,Starters to Share Crudités & Carpaccio,Beef Carpaccio,"Black Angus beef carpaccio, garnished with tartar sauce, baby spinach & parmesan.",11.5
Zion Reggae Bar,Starters to Share   Crudités & Carpaccio,Tuna Carpaccio,"Fresh tuna carpaccio with oil, salt, black pepper, lime, parsley, dill & reduction of passion fruit.",11.5
Zion Reggae Bar,Starters to Share   Sharing Platters,Vegetarian Maltese,"Selection of fresh bigilla, olives, sun dried tomatoes, caponata, fig almond & Ġbejna.",13
Zion Reggae Bar,Starters to Share   Sharing Platters,Fritto Misto,"Mix of prawns, seabass & calamari. Served with tartar sauce.",18
Zion Reggae Bar,Starters to Share   Sharing Platters,Cold Cuts & Cheese,"Selection of Parma ham, spianata, pancetta, parmesan, scamorza, gorgonzola, pecorino, speck, olives, sun dried tomatoes & crostini bread.",16
Zion Reggae Bar,Starters to Share   Sharing Platters,Bruschetta Mare e Monti,"4 pieces of bruschetta: 2 mortadella di mare with pistachio & 2 with mozzarella di bufala, cherry tomatoes & Parma ham.",13
Zion Reggae Bar,Tapas,Falafel Balls,4 pcs homemade chickpea balls served with vegan mayo.,6.5
Zion Reggae Bar,Tapas,Mediterranean Halloumi,Grilled halloumi with pomegranate molasses.,6.5
Zion Reggae Bar,Tapas,Ricotta & Caponata,"Fresh caponata served with pesto, Sicilian ricotta & crostini bread.",8.5
Zion Reggae Bar,Tapas,Sicilian Arancini,Arancini with beef ragu & parmesan.,7.5
Zion Reggae Bar,Tapas,Fried Calamari,Fried calamari with tartar sauce.,13
Zion Reggae Bar,Tapas,Thai Prawns,"Prawns sautéed in ginger, garlic, chili, sesame seeds & Thai sauce.",7
Zion Reggae Bar,Salads,Regina Margherita,"Mozzarella di bufala, rucola, cherry tomatoes, Parma ham, pesto Genovese, balsamic cream & crostini bread.",13.5
Zion Reggae Bar,Salads,Chicken Tzatziki,"Chicken breast, cherry tomatoes, carrots, kale, roasted pepper, sesame seeds & tzatziki sauce. Choose your base: Green leaf or rice.",13.5
Zion Reggae Bar,Salads,Beef Teriyaki,"Beef strips, spring onions, roasted peppers, purple cabbage, carrots, fried onions, sesame & teriyaki sauce. Choose your base: Green leaf or rice.",13.5
Zion Reggae Bar,Salads,Greca,"Tomato, cucumber, olives, red onion, feta cheese, oil, white vinegar, salt & oregano.",12.5
Zion Reggae Bar,Salads,Tropical,"Mixed green leaves, avocado, strawberry, blueberry, mango, & a mix of nuts with a special honey mustard & orange dressing.",13.5
Zion Reggae Bar,Salads,Tuna Salad,"Mixed green leaves, carrots, cherry tomatoes, purple cabbage, orange, red onion, olives, capers, sesame seeds, mix of nuts & Tuna carpaccio.",14
Zion Reggae Bar,Salads,Micro Greens,"A mix of green salad, micro greens, beetroot asparagus, avocado & nuts with lemon oil dressing.",12.5
Zion Reggae Bar,Pasta & Risotto,"Tagliolini Aglio, Olio e Peperoncino","Black garlic, extra virgin olive oil, fresh chili, parsley & parmesan.",11.5
Zion Reggae Bar,Pasta & Risotto,Garganelli Norma,"Fresh tomato sauce, eggplant & fresh basil, finished with Sicilian salty ricotta & fresh pesto.",12.5
Zion Reggae Bar,Pasta & Risotto,Garganelli Maltese,"Fresh Maltese sausages, black olives, capers, cherry tomatoes, spring onion, garlic, parsley & white wine, finished with ġbejna.",13.5
Zion Reggae Bar,Pasta & Risotto,Chicken & Mushroom Pasta,"Chicken, mushrooms, garlic, truffle cream, white wine & parmesan.",13.5
Zion Reggae Bar,Pasta & Risotto,Pappardelle Beef Ragu,"USDA beef mince, cooked for three hours with onion, carrots, celery, red wine, tomato sauce & parmesan.",16
Zion Reggae Bar,Pasta & Risotto,Tagliolini Vongole,"Fresh clams, garlic, cherry tomatoes, white wine, black pepper & parsley.",13.5
Zion Reggae Bar,Pasta & Risotto,Frutti di Mare Tagliolini or Risotto),"Prawns, clams, mussels, calamari, cherry tomatoes, white wine & parsley.",17
Zion Reggae Bar,Pasta & Risotto,Risotto Mushrooms & Truffle,"Riso Arborio, mushrooms, white wine, cream of truffle, garlic, black pepper & parsley.",13.5
Zion Reggae Bar,Pizza   Focaccia,Focaccia,Classic Italian focaccia bread.,8
Zion Reggae Bar,Pizza   Focaccia,Rosemary Focaccia,Focaccia topped with rosemary and olive oil.,8.5
Zion Reggae Bar,Pizza   Focaccia,Pecorino Cheese Focaccia,Focaccia topped with pecorino cheese.,10.5
Zion Reggae Bar,Pizza   Focaccia,Greek Focaccia,"Fresh tomato, feta cheese, olives, onion, garlic & parsley.",15
Zion Reggae Bar,Pizza   Al Pomodoro Tomato Base),Margherita,"Tomato sauce, mozzarella & olive oil. Add mozzarella di Bufala for an extra €3.50.",10
Zion Reggae Bar,Pizza   Al Pomodoro Tomato Base),Siciliana,"Tomato sauce, mozzarella, pecorino, cherry tomatoes, garlic & rucola.",10.5
Zion Reggae Bar,Pizza   Al Pomodoro Tomato Base),Norma,"Tomato sauce, mozzarella, aubergines, pesto & ricotta salata.",12
Zion Reggae Bar,Pizza   Al Pomodoro Tomato Base),Vegana,"Tomato sauce, vegan mozzarella, olives, artichokes, spring onion, peppers & rucola.",12
Zion Reggae Bar,Pizza   Al Pomodoro Tomato Base),Capricciosa,"Tomato sauce, mozzarella, ham, mushrooms, artichokes, eggs & olives.",12
Zion Reggae Bar,Pizza   Al Pomodoro Tomato Base),One Love,"Tomato sauce, mozzarella, porcini mushrooms, ham, parmesan, garlic & parsley.",12
Zion Reggae Bar,Pizza   Al Pomodoro Tomato Base),Marittima,"Tomato sauce, prawns, mussels, clams, calamari, garlic & parsley.",14.5
Zion Reggae Bar,Pizza   Bianca White Base),Popeye,"BBQ sauce, mozzarella, chicken, spinach, peppers, olives & Scamorza cheese.",12.5
Zion Reggae Bar,Pizza   Bianca White Base),Maltese,"Mozzarella, Maltese sausage, ġbejna, olives, capers, spring onion & cherry tomatoes.",13
Zion Reggae Bar,Pizza   Bianca White Base),Quattro Formaggi,"Mozzarella, gorgonzola, parmesan & pecorino.",12
Zion Reggae Bar,Pizza   Bianca White Base),Piccante,"Mozzarella, 'Nduja salami, spicy Spianata & fresh ricotta.",12
Zion Reggae Bar,Pizza   Bianca White Base),Dell’Etna,"Pistachio cream, mozzarella, porcini mushrooms, pancetta, Scamorza cheese & pistachio.",15
Zion Reggae Bar,Pizza   Bianca White Base),Vegan Pizza,"Cream of pistachio, vegan mozzarella, roasted potatoes, porcini mushrooms, granella di pistachio & parsley.",13
Zion Reggae Bar,Zion Calzone,Zion Calzone,"Mozzarella, speck, porcini mushrooms, Parmesan, Gorgonzola, cherry tomatoes & rucola.",14
Zion Reggae Bar,Mains,Tagliata 1KG To Share),"Flap tagliata from Uruguay, cooked to your liking, served with vegetables & roasted potatoes or fries. Choose two sauces: Chimichurri, Pepper, Mushroom.",60
Zion Reggae Bar,Mains,Maltese Rabbit To Share),"Whole rabbit, sautéed with white wine, onion & garlic, served on a bed of sweet red pepper, olives & roasted potatoes or fries.",41.5
Zion Reggae Bar,Mains,Beef Rib Eye,"300g Black Angus from Argentina, served with vegetables & roasted potatoes or fries. Choose one sauce: Chimichurri, Pepper, Mushroom.",28.5
Zion Reggae Bar,Mains,Mediterranean Chicken Breast,"Marinated grilled chicken breast with sautéed broccoli, cherry tomatoes, olives, garlic & parsley, served with gorgonzola sauce and roasted potatoes or fries.",18
Zion Reggae Bar,Mains,Seabass,"Grilled seabass, served with asparagus, caponata & roasted potatoes or fries.",20
Zion Reggae Bar,Mains,Grilled Salmon in Asparagus Sauce,"250g grilled salmon dressed with asparagus, cherry tomatoes, olives, garlic, salt & pepper, served with basmati rice.",21.5
Zion Reggae Bar,Mains,Sicilian Parmigiana,"Eggplant timbale, tomato, mozzarella, parmesan, pecorino.",16
Zion Reggae Bar,Sides & Extras,Fresh Salad,,3
Zion Reggae Bar,Sides & Extras,Fries,,3
Zion Reggae Bar,Sides & Extras,Roasted Potatoes,,3
Zion Reggae Bar,Sides & Extras,Grilled Vegetables,,3
Zion Reggae Bar,Sides & Extras,Caponata,,3
Zion Reggae Bar,Sides & Extras,Gorgonzola Cream Souce,,2
Zion Reggae Bar,Sides & Extras,Pepper Sounce,,2
Zion Reggae Bar,Sides & Extras,Mushrooms souce,,2
Zion Reggae Bar,Sides & Extras,Zion Chimichurri sounce,,2
Zion Reggae Bar,Burgers Home Made),Cheese Burger,"1x 100g USDA, cheese, lettuce, tomato, pickles, fried onion & mayonnaise.",10
